"ISN_DOB_BIS_VIOL","BORO","BIN","BLOCK","LOT","ISSUE_DATE","VIOLATION_TYPE_CODE","VIOLATION_NUMBER","HOUSE_NUMBER","STREET","DISPOSITION_DATE","DISPOSITION_COMMENTS","DEVICE_NUMBER","DESCRIPTION","ECB_NUMBER","NUMBER","VIOLATION_CATEGORY","VIOLATION_TYPE"
"2797898","1","1009010","00558","00011","20251114","LBLVIO","02246","106","EAST 13 STREET",,,"00058672","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO02246","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2796830","3","3063030","02409","00034","20251114","HBLVIO","01178","259","SOUTH 2 STREET",,,"00821617","VIOLATION ISSUED-FAILURE TO FILE 2024 INTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO01178","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2801541","2","2004594","02647","00005","20251114","LBLVIO","05889","820","JACKSON AVENUE",,,"00202813","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO05889","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804428","3","3022042","01003","00007","20251114","LBLVIO","08776","443","3 AVENUE",,,"00930486","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO08776","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2814700","4","4439352","09589","00001","20251114","LBLVIO","19048","135-08","LIBERTY AVENUE",,,"00103831","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO19048","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2813558","4","4194813","09300","00081","20251114","LBLVIO","17906","110-02","JAMAICA AVENUE",,,"00059989","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO17906","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799699","1","1056508","01873","00029","20251114","LBLVIO","04047","842","AMSTERDAM AVENUE",,,"00063682","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04047","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2802967","2","2063135","04831","00018","20251114","LBLVIO","07315","685","EAST 228 STREET",,,"00168105","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO07315","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799054","1","1043057","01408","00053","20251114","LBLVIO","03402","144","EAST 74 STREET",,,"00082933","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO03402","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798537","1","1022639","00998","00023","20251114","LBLVIO","02885","119","WEST 45 STREET",,,"00043577","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO02885","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2800502","1","1076319","01468","00005","20251114","LBLVIO","04850","405","EAST 73 STREET",,,"00004691","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04850","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799466","1","1053452","01721","00132","20251114","LBLVIO","03814","32","WEST 123 STREET",,,"00167847","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO03814","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2813569","4","4195100","09306","00107","20251114","LBLVIO","17917","98-07","ATLANTIC AVENUE",,,"00074067","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO17917","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2813198","4","4120143","05319","00008","20251114","LBLVIO","17546","36-18","FRANCIS LEWIS BOULEVARD",,,"00067426","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO17546","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799881","1","1058611","01929","00001","20251114","LBLVIO","04229","265","WEST 123 STREET",,,"00072649","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04229","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2796626","1","1064356","02179","00213","20251114","HBLVIO","00974","810","WEST 187 STREET",,,"00075678","VIOLATION ISSUED-FAILURE TO FILE 2024 INTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO00974","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2811490","4","4003827","00323","00020","20251114","LBLVIO","15838","34-11","VERNON BOULEVARD",,,"00170053","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15838","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809810","3","3207293","07597","00073","20251114","LBLVIO","14158","1687","FLATBUSH AVENUE",,,"00094820","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14158","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2806207","3","3059866","02173","00016","20251114","LBLVIO","10555","164","CLYMER STREET",,,"00073823","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO10555","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2802851","2","2056243","04596","00017","20251114","LBLVIO","07199","3238","WHITE PLAINS ROAD",,,"00064147","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO07199","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2806061","3","3057641","02014","00033","20251114","LBLVIO","10409","466","GRAND AVENUE",,,"00096550","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO10409","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809720","3","3196430","07263","00002","20251114","LBLVIO","14068","223","NEPTUNE AVENUE",,,"00104441","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14068","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2802949","2","2061788","04762","00162","20251114","LBLVIO","07297","3054","FENTON AVENUE",,,"00162044","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO07297","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804038","3","3007620","00451","00001","20251114","LBLVIO","08386","361","HOYT STREET",,,"00078063","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO08386","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799548","1","1054332","01756","00056","20251114","LBLVIO","03896","2092","MADISON AVENUE",,,"00070481","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO03896","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2802109","2","2013013","03112","00003","20251114","LBLVIO","06457","803","EAST 182 STREET",,,"00009471","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO06457","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2801571","2","2004868","02671","00011","20251114","LBLVIO","05919","800","HOME STREET",,,"00058850","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO05919","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2808918","3","3140207","05693","00056","20251114","LBLVIO","13266","853","58 STREET",,,"00006507","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO13266","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2805886","3","3054279","01887","00070","20251114","LBLVIO","10234","94","CLINTON AVENUE",,,"00070947","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO10234","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2810645","3","3336259","05334","00046","20251114","LBLVIO","14993","128","CHURCH AVENUE",,,"00090587","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14993","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797993","1","1010582","00607","00047","20251114","LBLVIO","02341","465","6 AVENUE",,,"00042118","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO02341","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2813345","4","4170923","08229","00037","20251114","LBLVIO","17693","45-16","LITTLE NECK PARKWAY",,,"00052815","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO17693","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809850","3","3210465","07669","00029","20251114","LBLVIO","14198","3319","KINGS HIGHWAY",,,"00041730","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14198","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804782","3","3030514","01216","00003","20251114","LBLVIO","09130","103","KINGSTON AVENUE",,,"00171615","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO09130","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804674","3","3029254","01168","00006","20251114","LBLVIO","09022","753","CLASSON AVENUE",,,"00087830","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO09022","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804780","3","3030504","01215","00070","20251114","LBLVIO","09128","1261","BERGEN STREET",,,"00933726","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO09128","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2796316","4","4165627","07842","00020","20251114","HBLVIO","00664","78-33","SPRINGFIELD BOULEVARD",,,"00820901","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO00664","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2815378","5","5013797","00527","00063","20251114","LBLVIO","19726","217","CANAL STREET",,,"00065152","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO19726","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2810777","3","3338955","03790","00021","20251114","LBLVIO","15125","692","BLAKE AVENUE",,,"00004106","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15125","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2795734","1","1014453","00787","00001","20251114","HBLVIO","00082","265","WEST 37 STREET",,,"00827434","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO00082","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2798351","1","1015895","00837","00029","20251114","LBLVIO","02699","21","WEST 35 STREET",,,"00058344","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO02699","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2810953","3","3347532","05778","00001","20251114","LBLVIO","15301","140 B","58 STREET",,,"00102562","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15301","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2807502","3","3085082","03824","00016","20251114","LBLVIO","11850","607","NEW JERSEY AVENUE",,,"00062053","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO11850","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2812184","4","4033549","01388","00042","20251114","LBLVIO","16532","90-01","31 AVENUE",,,"00111665","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO16532","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797471","1","1003138","00241","00018","20251114","LBLVIO","01819","42","SOUTH STREET",,,"00161037","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO01819","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2807464","3","3083858","03723","00032","20251114","LBLVIO","11812","2145","PITKIN AVENUE",,,"00084063","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO11812","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811381","4","4001196","00135","00027","20251114","LBLVIO","15729","48-04","SKILLMAN AVENUE",,,"00067767","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15729","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2815238","5","5000661","00033","00022","20251114","LBLVIO","19586","40","BROOK STREET",,,"00064056","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO19586","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797535","1","1003842","00298","00006","20251114","LBLVIO","01883","24","ORCHARD STREET",,,"00063591","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO01883","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811351","4","4000429","00051","00024","20251114","LBLVIO","15699","10-50","44 DRIVE",,,"00058609","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15699","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2805457","3","3042857","01582","00003","20251114","LBLVIO","09805","9","LEWIS AVENUE",,,"00824372","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO09805","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2801613","2","2005139","02687","00004","20251114","LBLVIO","05961","722","PROSPECT AVENUE",,,"00110880","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO05961","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809162","3","3154544","06081","00001","20251114","LBLVIO","13510","9023","3 AVENUE",,,"00160725","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO13510","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2796128","3","3145256","05864","00007","20251114","HBLVIO","00476","6809","4 AVENUE",,,"00109663","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO00476","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2807662","3","3092800","04147","00032","20251114","LBLVIO","12010","3352","FULTON STREET",,,"00112669","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO12010","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809811","3","3207294","07597","00074","20251114","LBLVIO","14159","1683","FLATBUSH AVENUE",,,"00053695","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO14159","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2796147","3","3213335","07724","00140","20251114","HBLVIO","00495","4016 A","GLENWOOD ROAD",,,"00109084","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO00495","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2799317","1","1051658","01621","00065","20251114","LBLVIO","03665","12","EAST 116 STREET",,,"00032912","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO03665","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811160","3","3413963","02267","07501","20251114","LBLVIO","15508","632","BROADWAY",,,"00166457","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15508","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2796932","3","3141303","05719","00007","20251114","HBLVIO","01280","1302","60 STREET",,,"00104874","VIOLATION ISSUED-FAILURE TO FILE 2024 INTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO01280","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2798015","1","1011037","00615","00061","20251114","LBLVIO","02363","32","JANE STREET",,,"00047554","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO02363","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2801758","2","2007682","02808","00009","20251114","LBLVIO","06106","156","EAST 178 STREET",,,"00204183","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO06106","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2810722","3","3337852","01264","00040","20251114","LBLVIO","15070","781","EASTERN PARKWAY",,,"00168231","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15070","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2796529","1","1014475","00788","00016","20251114","HBLVIO","00877","257","WEST 38 STREET",,,"00102312","VIOLATION ISSUED-FAILURE TO FILE 2024 INTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO00877","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2810759","3","3338493","03334","00001","20251114","LBLVIO","15107","220","LINDEN STREET",,,"00003423","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15107","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2803855","3","3002005","00243","00046","20251114","LBLVIO","08203","126","PIERREPONT STREET",,,"00827702","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO08203","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2812214","4","4036182","01469","00001","20251114","LBLVIO","16562","95-04","35 AVENUE",,,"00076104","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO16562","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2812359","4","4043160","01739","00021","20251114","LBLVIO","16707","35-34","99 STREET",,,"00074465","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO16707","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811995","4","4017612","00844","00038","20251114","LBLVIO","16343","29-20","DITMARS BOULEVARD",,,"00078787","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO16343","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2813978","4","4222441","10464","00039","20251114","LBLVIO","18326","196-23","JAMAICA AVENUE",,,"00061583","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO18326","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2814235","4","4261544","12046","00002","20251114","LBLVIO","18583","143-15","ROCKAWAY BOULEVARD",,,"00075575","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO18583","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797665","1","1005588","00419","00049","20251114","LBLVIO","02013","39","DELANCEY STREET",,,"00090866","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO02013","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797038","3","3398435","01920","00001","20251114","HBLVIO","01386","200","GRAND AVENUE",,,"00006279","VIOLATION ISSUED-FAILURE TO FILE 2024 INTERNAL HGH PRESSURE INSPECTION",,"V111425HBLVIO01386","V-DOB VIOLATION - ACTIVE","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2804491","3","3024139","01052","00053","20251114","LBLVIO","08839","592","5 AVENUE",,,"00096855","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO08839","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2806031","3","3057007","01986","00011","20251114","LBLVIO","10379","278","GATES AVENUE",,,"00109389","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO10379","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799672","1","1055794","01847","00017","20251114","LBLVIO","04020","305","WEST 112 STREET",,,"00918250","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO04020","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811404","4","4002027","00170","00001","20251114","LBLVIO","15752","47-37","45 STREET",,,"00042476","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO15752","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2814114","4","4235816","10993","00328","20251114","LBLVIO","18462","198-03","MURDOCK AVENUE",,,"00098094","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO18462","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798092","1","1012261","00665","00010","20251114","LBLVIO","02440","1","PIER 76",,,"00203984","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO02440","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2808098","3","3110684","04930","00044","20251114","LBLVIO","12446","1727","NOSTRAND AVENUE",,,"00054868","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO12446","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2805132","3","3036782","01377","00055","20251114","LBLVIO","09480","1279","ST JOHNS PLACE",,,"00060942","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V111425LBLVIO09480","V-DOB VIOLATION - ACTIVE","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
